family,name,ret,dd,sharpe,wr,pf,trades,tpm,e1819,e2020,e2123,e2425,min_era,pos_years,passes,score,error
residual_ts,rts_299,-16.58,20.18,-0.319,27.04,0.813,196.0,2.04,-16.58,0.0,0.0,0.0,-16.58,0.0,False,-18.876,
residual_ts,rts_300,-18.84,20.15,-0.683,29.2,0.58,113.0,1.18,-18.84,0.0,0.0,0.0,-18.84,0.0,False,-22.086,
residual_ts,rts_301,-17.99,19.85,-0.783,14.29,0.398,56.0,0.58,-17.99,0.0,0.0,0.0,-17.99,0.0,False,-21.35,
residual_ts,rts_302,-19.12,20.43,-0.714,30.97,0.568,113.0,1.18,-19.12,0.0,0.0,0.0,-19.12,0.0,False,-22.457,
residual_ts,rts_303,-18.5,20.35,-0.681,25.0,0.555,104.0,1.08,-18.5,0.0,0.0,0.0,-18.5,0.0,False,-21.708,
residual_ts,rts_304,-19.01,20.32,-0.707,29.25,0.567,106.0,1.1,-19.01,0.0,0.0,0.0,-19.01,0.0,False,-22.325,
residual_ts,rts_305,-18.46,20.3,-0.458,23.53,0.667,102.0,1.06,-18.46,0.0,0.0,0.0,-18.46,0.0,False,-21.222,
residual_ts,rts_306,-20.07,20.07,-0.644,25.27,0.55,91.0,0.95,-20.07,0.0,0.0,0.0,-20.07,0.0,False,-23.361,
residual_ts,rts_307,-20.07,20.3,-0.267,29.14,0.877,429.0,4.47,-18.23,10.7,-12.54,0.0,-18.23,2.0,False,-20.769,
residual_ts,rts_308,-18.62,20.11,-0.305,36.88,0.869,385.0,4.01,-17.34,18.6,-19.87,0.0,-19.87,2.0,False,-22.345,
residual_ts,rts_309,-19.39,19.91,-0.38,26.9,0.771,171.0,1.78,-18.92,-0.47,0.0,0.0,-18.92,0.0,False,-21.616,
residual_ts,rts_310,-20.06,20.06,-0.783,26.88,0.484,93.0,0.97,-20.06,0.0,0.0,0.0,-20.06,0.0,False,-23.633,
residual_ts,rts_311,-20.05,20.05,-0.607,20.2,0.55,99.0,1.03,-20.05,0.0,0.0,0.0,-20.05,0.0,False,-23.266,
donchian,dc_312,-10.74,20.12,-0.303,38.18,0.787,110.0,1.15,-10.74,0.0,0.0,0.0,-10.74,0.0,False,-12.424,
donchian,dc_313,-13.76,20.18,-0.304,48.71,0.864,349.0,3.64,-13.76,0.0,0.0,0.0,-13.76,0.0,False,-15.742,
donchian,dc_314,-11.55,20.08,-0.226,32.64,0.872,193.0,2.01,-11.55,0.0,0.0,0.0,-11.55,0.0,False,-13.162,
donchian,dc_315,-13.45,20.14,-0.24,39.94,0.893,333.0,3.47,-13.45,0.0,0.0,0.0,-13.45,0.0,False,-15.272,
donchian,dc_316,-9.38,19.94,-0.185,27.52,0.842,109.0,1.14,-9.38,0.0,0.0,0.0,-9.38,0.0,False,-10.687,
donchian,dc_317,-6.56,19.96,-0.083,34.56,0.954,327.0,3.41,-6.56,0.0,0.0,0.0,-6.56,0.0,False,-7.38,
donchian,dc_318,-10.05,20.3,-0.235,38.64,0.833,132.0,1.38,-10.05,0.0,0.0,0.0,-10.05,0.0,False,-11.526,
donchian,dc_319,-14.25,20.63,-0.399,45.73,0.767,164.0,1.71,-14.25,0.0,0.0,0.0,-14.25,0.0,False,-16.473,
donchian,dc_320,-6.13,19.93,-0.112,31.06,0.915,132.0,1.38,-6.13,0.0,0.0,0.0,-6.13,0.0,False,-6.968,
donchian,dc_321,-15.75,20.76,-0.368,36.42,0.789,162.0,1.69,-15.75,0.0,0.0,0.0,-15.75,0.0,False,-18.065,
donchian,dc_322,12.25,20.03,0.225,30.08,1.165,123.0,1.28,12.25,0.0,0.0,0.0,0.0,1.0,False,2.675,
donchian,dc_323,-2.89,19.93,-0.022,33.58,0.976,268.0,2.79,-2.89,0.0,0.0,0.0,-2.89,0.0,False,-3.221,
donchian,dc_324,-12.0,20.18,-0.268,41.07,0.833,168.0,1.75,-12.0,0.0,0.0,0.0,-12.0,0.0,False,-13.733,
donchian,dc_325,-14.27,20.34,-0.343,46.56,0.821,247.0,2.57,-14.27,0.0,0.0,0.0,-14.27,0.0,False,-16.379,
donchian,dc_326,-6.88,19.84,-0.135,32.09,0.901,134.0,1.4,-6.88,0.0,0.0,0.0,-6.88,0.0,False,-7.842,
donchian,dc_327,-12.23,20.08,-0.287,36.13,0.821,155.0,1.62,-12.23,0.0,0.0,0.0,-12.23,0.0,False,-14.028,
donchian,dc_328,0.47,20.15,0.033,28.29,1.005,205.0,2.14,0.47,0.0,0.0,0.0,0.0,1.0,False,0.113,
donchian,dc_329,-7.93,20.1,-0.124,32.0,0.923,225.0,2.34,-7.93,0.0,0.0,0.0,-7.93,0.0,False,-8.973,
donchian,dc_330,-12.83,20.13,-0.423,37.25,0.704,102.0,1.06,-12.83,0.0,0.0,0.0,-12.83,0.0,False,-14.956,
donchian,dc_331,-16.02,20.2,-0.367,48.67,0.836,339.0,3.53,-16.02,0.0,0.0,0.0,-16.02,0.0,False,-18.356,
donchian,dc_332,-14.67,20.11,-0.438,28.7,0.7,108.0,1.13,-14.67,0.0,0.0,0.0,-14.67,0.0,False,-17.016,
donchian,dc_333,-17.22,19.78,-0.48,38.15,0.745,173.0,1.8,-17.22,0.0,0.0,0.0,-17.22,0.0,False,-19.907,
donchian,dc_334,-13.43,20.01,-0.352,23.91,0.691,92.0,0.96,-13.43,0.0,0.0,0.0,-13.43,0.0,False,-15.482,
donchian,dc_335,-15.77,19.99,-0.398,31.68,0.748,161.0,1.68,-15.77,0.0,0.0,0.0,-15.77,0.0,False,-18.147,
donchian,dc_336,-12.87,20.2,-0.309,37.06,0.803,170.0,1.77,-12.87,0.0,0.0,0.0,-12.87,0.0,False,-14.771,
donchian,dc_337,-16.03,20.22,-0.433,46.03,0.75,189.0,1.97,-16.03,0.0,0.0,0.0,-16.03,0.0,False,-18.495,
donchian,dc_338,-12.08,20.66,-0.24,28.48,0.834,151.0,1.57,-12.08,0.0,0.0,0.0,-12.08,0.0,False,-13.77,
donchian,dc_339,-16.36,20.71,-0.41,34.9,0.746,149.0,1.55,-16.36,0.0,0.0,0.0,-16.36,0.0,False,-18.816,
donchian,dc_340,-10.66,19.81,-0.213,24.78,0.824,113.0,1.18,-10.66,0.0,0.0,0.0,-10.66,0.0,False,-12.154,
donchian,dc_341,-14.66,20.26,-0.348,31.21,0.773,141.0,1.47,-14.66,0.0,0.0,0.0,-14.66,0.0,False,-16.825,
donchian,dc_342,-11.47,20.08,-0.259,40.76,0.832,157.0,1.64,-11.47,0.0,0.0,0.0,-11.47,0.0,False,-13.136,
donchian,dc_343,-14.53,20.2,-0.335,47.41,0.819,232.0,2.42,-14.53,0.0,0.0,0.0,-14.53,0.0,False,-16.65,
donchian,dc_344,-10.2,20.41,-0.205,30.65,0.849,124.0,1.29,-10.2,0.0,0.0,0.0,-10.2,0.0,False,-11.63,
donchian,dc_345,-15.28,20.09,-0.333,35.44,0.815,206.0,2.15,-15.28,0.0,0.0,0.0,-15.28,0.0,False,-17.472,
donchian,dc_346,-4.85,20.4,-0.064,25.83,0.935,120.0,1.25,-4.85,0.0,0.0,0.0,-4.85,0.0,False,-5.461,
donchian,dc_347,-10.59,20.22,-0.17,30.66,0.899,212.0,2.21,-10.59,0.0,0.0,0.0,-10.59,0.0,False,-11.99,
donchian,dc_348,-12.23,20.2,-0.328,39.64,0.807,169.0,1.76,-12.23,0.0,0.0,0.0,-12.23,0.0,False,-14.106,
donchian,dc_349,-15.31,20.39,-0.323,47.95,0.854,317.0,3.3,-15.31,0.0,0.0,0.0,-15.31,0.0,False,-17.484,
donchian,dc_350,-16.3,20.48,-0.512,25.77,0.616,97.0,1.01,-16.3,0.0,0.0,0.0,-16.3,0.0,False,-18.954,
donchian,dc_351,-16.85,20.22,-0.635,33.0,0.579,100.0,1.04,-16.85,0.0,0.0,0.0,-16.85,0.0,False,-19.804,
donchian,dc_352,-13.18,20.44,-0.358,22.58,0.709,93.0,0.97,-13.18,0.0,0.0,0.0,-13.18,0.0,False,-15.216,
donchian,dc_353,-15.83,20.47,-0.37,31.21,0.776,157.0,1.64,-15.83,0.0,0.0,0.0,-15.83,0.0,False,-18.154,
donchian,dc_354,-12.58,20.33,-0.311,36.77,0.793,155.0,1.62,-12.58,0.0,0.0,0.0,-12.58,0.0,False,-14.463,
donchian,dc_355,-15.12,20.01,-0.34,46.49,0.828,271.0,2.82,-15.12,0.0,0.0,0.0,-15.12,0.0,False,-17.314,
donchian,dc_356,-13.6,20.15,-0.295,29.79,0.795,141.0,1.47,-13.6,0.0,0.0,0.0,-13.6,0.0,False,-15.553,
donchian,dc_357,-16.9,20.81,-0.426,35.25,0.738,139.0,1.45,-16.9,0.0,0.0,0.0,-16.9,0.0,False,-19.441,
donchian,dc_358,-7.1,20.17,-0.123,25.37,0.901,134.0,1.4,-7.1,0.0,0.0,0.0,-7.1,0.0,False,-8.058,
donchian,dc_359,-10.7,20.36,-0.177,31.2,0.898,234.0,2.44,-10.7,0.0,0.0,0.0,-10.7,0.0,False,-12.128,
donchian,dc_360,-11.72,20.11,-0.278,40.85,0.82,142.0,1.48,-11.72,0.0,0.0,0.0,-11.72,0.0,False,-13.452,
donchian,dc_361,-14.63,20.09,-0.241,49.17,0.901,480.0,5.0,-12.33,0.91,-3.2,0.0,-12.33,1.0,False,-14.279,
donchian,dc_362,-12.44,20.25,-0.261,29.37,0.821,126.0,1.31,-12.44,0.0,0.0,0.0,-12.44,0.0,False,-14.205,
donchian,dc_363,-15.11,20.26,-0.332,35.07,0.822,211.0,2.2,-15.11,0.0,0.0,0.0,-15.11,0.0,False,-17.287,
donchian,dc_364,-4.48,20.23,-0.06,26.5,0.939,117.0,1.22,-4.48,0.0,0.0,0.0,-4.48,0.0,False,-5.046,
donchian,dc_365,-4.56,19.83,-0.057,31.19,0.956,202.0,2.1,-4.56,0.0,0.0,0.0,-4.56,1.0,False,-5.129,
donchian,dc_366,-12.39,20.11,-0.319,38.99,0.804,159.0,1.66,-12.39,0.0,0.0,0.0,-12.39,0.0,False,-14.263,
donchian,dc_367,-15.2,20.11,-0.417,46.77,0.777,201.0,2.09,-15.2,0.0,0.0,0.0,-15.2,0.0,False,-17.557,
donchian,dc_368,-12.03,20.19,-0.319,28.72,0.716,94.0,0.98,-12.03,0.0,0.0,0.0,-12.03,0.0,False,-13.866,
donchian,dc_369,-14.46,20.1,-0.434,33.65,0.675,104.0,1.08,-14.46,0.0,0.0,0.0,-14.46,0.0,False,-16.769,
donchian,dc_370,-7.51,20.14,-0.174,25.81,0.843,93.0,0.97,-7.51,0.0,0.0,0.0,-7.51,0.0,False,-8.614,
donchian,dc_371,-10.73,19.92,-0.206,33.13,0.861,163.0,1.7,-10.73,0.0,0.0,0.0,-10.73,0.0,False,-12.214,
donchian,dc_372,-12.48,19.99,-0.349,38.62,0.757,145.0,1.51,-12.48,0.0,0.0,0.0,-12.48,0.0,False,-14.427,
donchian,dc_373,-15.34,20.03,-0.386,46.38,0.788,235.0,2.45,-15.34,0.0,0.0,0.0,-15.34,0.0,False,-17.644,
donchian,dc_374,-12.38,20.21,-0.293,29.0,0.75,100.0,1.04,-12.38,0.0,0.0,0.0,-12.38,0.0,False,-14.201,
donchian,dc_375,-15.16,20.45,-0.421,34.96,0.703,123.0,1.28,-15.16,0.0,0.0,0.0,-15.16,0.0,False,-17.517,
donchian,dc_376,-8.02,20.19,-0.155,27.59,0.879,145.0,1.51,-8.02,0.0,0.0,0.0,-8.02,0.0,False,-9.129,
donchian,dc_377,-11.2,19.94,-0.213,30.9,0.858,178.0,1.85,-11.2,0.0,0.0,0.0,-11.2,0.0,False,-12.741,
donchian,dc_378,-12.98,20.2,-0.329,39.85,0.777,133.0,1.39,-12.98,0.0,0.0,0.0,-12.98,0.0,False,-14.936,
donchian,dc_379,-15.5,20.17,-0.389,45.69,0.797,232.0,2.42,-15.5,0.0,0.0,0.0,-15.5,0.0,False,-17.828,
donchian,dc_380,-11.86,20.36,-0.239,30.89,0.822,123.0,1.28,-11.86,0.0,0.0,0.0,-11.86,0.0,False,-13.52,
donchian,dc_381,-14.8,20.3,-0.33,34.72,0.807,193.0,2.01,-14.8,0.0,0.0,0.0,-14.8,0.0,False,-16.937,
donchian,dc_382,-1.61,20.43,-0.004,26.39,0.98,144.0,1.5,-1.61,0.0,0.0,0.0,-1.61,1.0,False,-1.783,
donchian,dc_383,-8.21,20.44,-0.13,30.06,0.91,173.0,1.8,-8.21,0.0,0.0,0.0,-8.21,1.0,False,-9.295,
xs_residual,xs_384,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_385,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_386,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_387,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_388,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_389,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_390,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_391,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_392,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_393,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_394,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_395,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_396,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_397,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_398,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_399,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_400,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_401,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_402,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_403,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_404,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_405,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_406,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_407,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_408,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_409,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_410,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_411,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_412,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_413,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_414,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_415,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_416,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_417,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_418,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
xs_residual,xs_419,,,,,,,,,,,,,,False,-999.0,Encountered all NA values
residual_sweep,dual_lock_ref,10.07,6.9,0.275,37.3,1.312,126.0,1.31,-5.94,2.86,10.0,3.15,-5.94,6.0,False,2.612,
