pair,strategy,side,entry_time,entry_price,stop_loss,take_profit,size_units,risk_pct,exit_time,exit_price,pnl,pnl_pct,exit_reason,bars_held,regime
USDJPY,sniper,long,2020-02-07 00:00:00+00:00,109.96625183105469,109.06152583957288,113.58515579698195,2728.109715523462,2.0,2020-02-28 00:00:00+00:00,109.05027583957288,-22.724089981596396,-0.22724089981596396,stop_loss,15,normal
USDJPY,sniper,short,2020-03-03 00:00:00+00:00,108.4357485961914,109.54641991664955,103.99306331435878,2760.328408071368,2.0,2020-03-09 00:00:00+00:00,104.00431331435878,112.80612579643281,1.128061257964328,take_profit,4,normal
EURUSD,sniper,long,2020-03-04 00:00:00+00:00,1.1178329983139037,1.109630448713261,1.150643196716474,14596.353176680735,2.0,2020-03-12 00:00:00+00:00,1.1095279487132612,-121.22343712082906,-1.2122343712082906,stop_loss,6,normal
GBPUSD,sniper,long,2020-03-11 00:00:00+00:00,1.2908014915466308,1.27765133766481,1.3434021070739146,9207.57167694927,2.0,2020-03-12 00:00:00+00:00,1.27753883766481,-122.11683624343445,-1.2211683624343443,stop_loss,1,normal
GBPUSD,sniper,short,2020-03-13 00:00:00+00:00,1.2571640350341797,1.2739179665560456,1.1901483089467157,7052.726758205546,2.0,2020-03-18 00:00:00+00:00,1.1902608089467157,471.8501728373328,4.718501728373329,take_profit,3,normal
EURUSD,sniper,short,2020-03-23 00:00:00+00:00,1.0686503848648072,1.0855094712830666,1.0012140391917699,7344.591524802142,2.0,2020-03-24 00:00:00+00:00,1.0856119712830665,-124.57592385474629,-1.245759238547463,stop_loss,1,normal
USDJPY,sniper,long,2020-03-23 00:00:00+00:00,110.41524932861329,108.4346495844132,118.33764830541367,2803.577947257486,2.0,2020-03-27 00:00:00+00:00,108.42339958441319,-50.57549614791044,-0.5057549614791044,stop_loss,4,normal
GBPUSD,sniper,long,2020-04-13 00:00:00+00:00,1.2460165880203247,1.2250126863243451,1.3300321948042428,5795.175008209176,2.0,2020-05-13 00:00:00+00:00,1.2249001863243452,-122.37324337184627,-1.2237324337184627,stop_loss,22,normal
EURUSD,sniper,short,2020-05-07 00:00:00+00:00,1.0799510678863526,1.0906229721248981,1.0372634509321712,11405.77009150646,2.0,2020-05-18 00:00:00+00:00,1.090725472124898,-122.89037761780116,-1.2289037761780115,stop_loss,7,normal
USDJPY,sniper,short,2020-04-03 00:00:00+00:00,108.0357470703125,109.77735352612645,101.06932124705668,2816.6900651921155,2.0,2020-06-05 00:00:00+00:00,109.78860352612645,-45.70018256629202,-0.4570018256629202,stop_loss,45,normal
GBPUSD,sniper,long,2020-06-03 00:00:00+00:00,1.2580058238983154,1.2442068734748044,1.3132016255923595,8607.765017342927,2.0,2020-06-18 00:00:00+00:00,1.2440943734748044,-119.74649629599791,-1.1974649629599792,stop_loss,11,normal
GBPUSD,sniper,short,2020-06-26 00:00:00+00:00,1.2423086502075196,1.256459512624325,1.1857052005402982,8253.402453160585,2.0,2020-07-07 00:00:00+00:00,1.256572012624325,-117.72127036117992,-1.1772127036117992,stop_loss,7,normal
EURUSD,sniper,long,2020-05-21 00:00:00+00:00,1.098038414993286,1.084914587861792,1.150533723519262,9050.570503668772,2.0,2020-07-22 00:00:00+00:00,1.1504312235192622,474.18480744956565,4.741848074495657,take_profit,44,low
GBPUSD,sniper,long,2020-07-09 00:00:00+00:00,1.2613850496292114,1.2439864280315258,1.3309795360199534,6631.565994642577,2.0,2020-08-28 00:00:00+00:00,1.3308670360199535,460.7743781890636,4.607743781890636,take_profit,36,low
GBPUSD,sniper,short,2020-09-11 00:00:00+00:00,1.280969772529602,1.292951603146594,1.2330424500616348,10565.966221304576,2.0,2020-09-16 00:00:00+00:00,1.293064103146594,-127.78828876842543,-1.2778828876842543,stop_loss,3,high
AUDUSD,sniper,short,2020-09-24 00:00:00+00:00,0.7069925337600708,0.7136772762016844,0.680253563993616,18709.196232415772,2.0,2020-09-29 00:00:00+00:00,0.7137847762016845,-127.07739669829343,-1.2707739669829343,stop_loss,3,high
EURUSD,sniper,short,2020-09-23 00:00:00+00:00,1.1706520518875123,1.1804239913473151,1.131564294048301,12798.499071527373,2.0,2020-10-06 00:00:00+00:00,1.180526491347315,-126.37800425813822,-1.263780042581382,stop_loss,9,normal
GBPUSD,sniper,long,2020-10-13 00:00:00+00:00,1.3067042491912841,1.2937470188449665,1.3585331705765546,9417.498186756326,2.0,2020-10-14 00:00:00+00:00,1.2936345188449665,-123.08416183784053,-1.2308416183784052,stop_loss,1,normal
EURUSD,sniper,long,2020-10-13 00:00:00+00:00,1.1815211573028563,1.170823425160466,1.2243120858724184,11406.594563000896,2.0,2020-10-15 00:00:00+00:00,1.170720925160466,-123.19386923453719,-1.231938692345372,stop_loss,2,low
EURUSD,sniper,short,2020-10-16 00:00:00+00:00,1.1704739532089234,1.1809542502792583,1.128552764927584,11361.257807853179,2.0,2020-10-20 00:00:00+00:00,1.1810567502792582,-120.23388584426603,-1.2023388584426602,stop_loss,2,low
EURUSD,sniper,short,2020-11-02 00:00:00+00:00,1.1641502580261232,1.1750803827447849,1.1204297591514762,10761.684181700095,2.0,2020-11-04 00:00:00+00:00,1.1751828827447848,-118.72962291745422,-1.1872962291745421,stop_loss,2,low
