pair,strategy,side,entry_time,entry_price,stop_loss,take_profit,size_units,risk_pct,exit_time,exit_price,pnl,pnl_pct,exit_reason,bars_held,regime,initial_stop,initial_tp,initial_units,realized_partial,moved_be,partial_taken
GBPUSD,sniper,long,2020-02-18 00:00:00+00:00,1.3006548545837402,1.2907541353849572,1.350158450577655,14140.386894035835,2.0,2020-02-20 00:00:00+00:00,1.2906416353849572,-141.59079352557848,-1.4159079352557846,stop_loss,2,normal,1.2907541353849572,1.350158450577655,14140.386894035835,0.0,False,False
USDJPY,sniper,long,2020-02-07 00:00:00+00:00,109.96625183105469,109.06152583957288,114.48988178846378,3182.7946681107055,2.0,2020-02-28 00:00:00+00:00,109.05027583957288,-26.51143831186246,-0.2651143831186246,stop_loss,15,normal,109.06152583957288,114.48988178846378,3182.7946681107055,0.0,False,False
USDJPY,background,long,2020-02-07 00:00:00+00:00,109.96625183105469,108.15679984809105,112.68042980550014,1364.054857761731,1.0,2020-02-28 00:00:00+00:00,108.14554984809105,-22.584541557472768,-0.22584541557472768,stop_loss,15,normal,108.15679984809105,112.68042980550014,1364.054857761731,0.0,False,False
GBPUSD,sniper,short,2020-02-20 00:00:00+00:00,1.2927122451782227,1.3029464822815122,1.2415410596617746,13485.88346133585,2.0,2020-03-06 00:00:00+00:00,1.3030589822815122,-139.53489078004165,-1.3953489078004164,stop_loss,11,normal,1.3029464822815122,1.2415410596617746,13485.88346133585,0.0,False,False
USDJPY,background,short,2020-03-03 00:00:00+00:00,108.4357485961914,110.65709123710772,105.10373463481693,1356.9297976354294,1.0,2020-03-06 00:00:00+00:00,105.11498463481693,41.55496345474715,0.41554963454747157,take_profit,3,normal,110.65709123710772,105.10373463481693,1356.9297976354294,0.0,False,False
EURUSD,sniper,long,2020-03-02 00:00:00+00:00,1.105355719604492,1.0977793303571592,1.1432376658411563,18126.099476847296,2.0,2020-03-09 00:00:00+00:00,1.1431351658411564,684.7940006659812,6.847940006659813,take_profit,5,normal,1.0977793303571592,1.1432376658411563,18126.099476847296,0.0,False,False
USDJPY,sniper,short,2020-03-02 00:00:00+00:00,107.74074890136718,108.84254894456791,102.23174868536353,3186.593433144601,2.0,2020-03-09 00:00:00+00:00,102.24299868536353,162.6041670772556,1.6260416707725558,take_profit,5,normal,108.84254894456791,102.23174868536353,3186.593433144601,0.0,False,False
EURUSD,background,long,2020-03-04 00:00:00+00:00,1.1178329983139037,1.1014278991126185,1.1424406471158315,1793.8288161957503,1.0,2020-03-09 00:00:00+00:00,1.1423381471158316,43.958042066063015,0.43958042066063013,take_profit,3,normal,1.1014278991126185,1.1424406471158315,1793.8288161957503,0.0,False,False
GBPUSD,sniper,long,2020-03-10 00:00:00+00:00,1.3076438568115234,1.295173383991903,1.3699962209096248,11903.129518369506,2.0,2020-03-11 00:00:00+00:00,1.2950608839919031,-149.7767551980634,-1.497767551980634,stop_loss,1,normal,1.295173383991903,1.3699962209096248,11903.129518369506,0.0,False,False
GBPUSD,sniper,short,2020-03-13 00:00:00+00:00,1.2571640350341797,1.2739179665560456,1.1733943774248499,8734.712706894034,2.0,2020-03-19 00:00:00+00:00,1.1735068774248498,730.7212375928508,7.307212375928509,take_profit,4,normal,1.2739179665560456,1.1733943774248499,8734.712706894034,0.0,False,False
EURUSD,background,short,2020-03-23 00:00:00+00:00,1.0686503848648072,1.102368557701326,1.0180731256100293,995.0391480915006,1.0,2020-03-26 00:00:00+00:00,1.102471057701326,-33.6528934871309,-0.336528934871309,stop_loss,3,normal,1.102368557701326,1.0180731256100293,995.0391480915006,0.0,False,False
EURUSD,sniper,short,2020-03-19 00:00:00+00:00,1.0942408046340943,1.1100438464388318,1.0152255956104073,9907.641694261496,2.0,2020-03-30 00:00:00+00:00,1.1101463464388317,-157.58640915443507,-1.5758640915443507,stop_loss,7,normal,1.1100438464388318,1.0152255956104073,9907.641694261496,0.0,False,False
EURUSD,sniper,long,2020-03-31 00:00:00+00:00,1.1029423275375365,1.090168658484069,1.1668106728048735,12047.71510829284,2.0,2020-04-02 00:00:00+00:00,1.0900661584840692,-155.1284164423911,-1.551284164423911,stop_loss,2,high,1.090168658484069,1.1668106728048735,12047.71510829284,0.0,False,False
GBPUSD,sniper,long,2020-04-01 00:00:00+00:00,1.2412691972732544,1.221089720424084,1.3421665815191055,7626.239609384112,2.0,2020-04-03 00:00:00+00:00,1.220977220424084,-154.7514775998478,-1.5475147759984778,stop_loss,2,high,1.221089720424084,1.3421665815191055,7626.239609384112,0.0,False,False
USDJPY,sniper,short,2020-04-02 00:00:00+00:00,107.27475311279296,108.59980102213504,100.64951356608262,3535.8209506684343,2.0,2020-04-03 00:00:00+00:00,108.61105102213504,-44.044940744055516,-0.4404494074405551,stop_loss,1,high,108.59980102213504,100.64951356608262,3535.8209506684343,0.0,False,False
AUDUSD,sniper,short,2020-04-03 00:00:00+00:00,0.6067825227546692,0.6188233440542165,0.5465784162569325,12369.47000968977,2.0,2020-04-07 00:00:00+00:00,0.6189308440542165,-150.2682959828264,-1.502682959828264,stop_loss,2,high,0.6188233440542165,0.5465784162569325,12369.47000968977,0.0,False,False
EURUSD,sniper,short,2020-04-06 00:00:00+00:00,1.0807215175247193,1.092871014087012,1.0199740347132564,12258.827120379043,2.0,2020-04-09 00:00:00+00:00,1.0929735140870118,-150.19510773662182,-1.5019510773662184,stop_loss,3,high,1.092871014087012,1.0199740347132564,12258.827120379043,0.0,False,False
USDJPY,background,long,2020-03-23 00:00:00+00:00,110.41524932861329,106.45404984021309,116.35704856121357,935.2044040087169,1.0,2020-04-29 00:00:00+00:00,106.44279984021308,-33.64618817458319,-0.33646188174583186,stop_loss,27,normal,106.45404984021309,116.35704856121357,935.2044040087169,0.0,False,False
GBPUSD,sniper,short,2020-04-24 00:00:00+00:00,1.235202703666687,1.252952449267522,1.1464539756625132,8154.037447043998,2.0,2020-04-30 00:00:00+00:00,1.2530649492675219,-145.6494195175041,-1.456494195175041,stop_loss,4,normal,1.252952449267522,1.1464539756625132,8154.037447043998,0.0,False,False
EURUSD,sniper,short,2020-04-20 00:00:00+00:00,1.0865233144378663,1.0993800459442444,1.0222396569059755,11257.300522524842,2.0,2020-05-01 00:00:00+00:00,1.0994825459442443,-145.88596360826958,-1.4588596360826958,stop_loss,9,normal,1.0993800459442444,1.0222396569059755,11257.300522524842,0.0,False,False
EURUSD,sniper,long,2020-05-04 00:00:00+00:00,1.0958487787628173,1.0851689856889224,1.149247744132292,13125.680182807513,2.0,2020-05-05 00:00:00+00:00,1.0850664856889225,-141.52493052524338,-1.4152493052524338,stop_loss,1,normal,1.0851689856889224,1.149247744132292,13125.680182807513,0.0,False,False
EURUSD,sniper,short,2020-05-08 00:00:00+00:00,1.0835911235427858,1.0940349938532203,1.0313717719906126,13232.469876715933,2.0,2020-05-19 00:00:00+00:00,1.0941374938532202,-139.55452744151557,-1.3955452744151557,stop_loss,7,normal,1.0940349938532203,1.0313717719906126,13232.469876715933,0.0,False,False
USDJPY,sniper,short,2020-04-15 00:00:00+00:00,107.09274627685546,108.44422827265554,100.3353362978551,3378.6623122576275,2.0,2020-06-02 00:00:00+00:00,108.45547827265554,-42.992745970063716,-0.42992745970063717,stop_loss,34,normal,108.44422827265554,100.3353362978551,3378.6623122576275,0.0,False,False
EURUSD,sniper,long,2020-06-24 00:00:00+00:00,1.1314650574111937,1.1213445748226132,1.182067470354096,13402.773658683394,2.0,2020-06-25 00:00:00+00:00,1.1212420748226133,-137.0163217514051,-1.3701632175140508,stop_loss,1,normal,1.1213445748226132,1.182067470354096,13402.773658683394,0.0,False,False
USDJPY,sniper,short,2020-06-12 00:00:00+00:00,106.8107485961914,107.70519326397307,102.33852525728304,3174.833507725929,2.0,2020-06-29 00:00:00+00:00,107.71644326397308,-26.920790433861747,-0.26920790433861747,stop_loss,11,normal,107.70519326397307,102.33852525728304,3174.833507725929,0.0,False,False
EURUSD,sniper,long,2020-07-01 00:00:00+00:00,1.1234707632446288,1.1107471800006545,1.1870886794645006,10480.335242350022,2.0,2020-07-31 00:00:00+00:00,1.1869861794645007,665.6628550416535,6.656628550416535,take_profit,22,low,1.1107471800006545,1.1870886794645006,10480.335242350022,0.0,False,False
